法人章	12022319620479123X	201801	1432	2232
法人章	12022319620479123X	201802	1565	2563
法人章	12022319620479123X	201803	1698	2894
法人章	12022319620479123X	201804	1831	3225
法人章	12022319620479123X	201805	1964	3556
法人章	12022319620479123X	201806	2097	3887
法人章	12022319620479123X	201807	2230	4218
法人章	12022319620479123X	201808	2363	4549
法人章	12022319620479123X	201809	2496	4880
法人章	12022319620479123X	201810	2629	5211
法人章	12022319620479123X	201811	2762	5542
法人章	12022319620479123X	201812	2895	5873
自认为	120223197901113227	201801	3028	6204
自认为	120223197901113227	201802	3161	6535
自认为	120223197901113227	201803	3294	6866
自认为	120223197901113227	201804	3427	7197
自认为	120223197901113227	201805	3560	7528
自认为	120223197901113227	201806	3693	7859
自认为	120223197901113227	201807	3826	8190
自认为	120223197901113227	201808	3959	8521
自认为	120223197901113227	201809	4092	8852
自认为	120223197901113227	201810	4225	9183
自认为	120223197901113227	201811	4358	9514
自认为	120223197901113227	201812	4491	9845
室主任	120223197312265132	201801	4624	10176
室主任	120223197312265132	201802	4757	10507
室主任	120223197312265132	201803	4890	10838
室主任	120223197312265132	201804	5023	11169
室主任	120223197312265132	201805	5156	11500
室主任	120223197312265132	201806	5289	11831
室主任	120223197312265132	201807	5422	12162
室主任	120223197312265132	201808	5555	12493
室主任	120223197312265132	201809	5688	12824
室主任	120223197312265132	201810	5821	13155
室主任	120223197312265132	201811	5954	13486
室主任	120223197312265132	201812	6087	13817
种食物	120223197312315324	201801	6220	14148
种食物	120223197312315324	201802	6353	14479
种食物	120223197312315324	201803	6486	14810
种食物	120223197312315324	201804	6619	15141
种食物	120223197312315324	201805	6752	15472
种食物	120223197312315324	201806	6885	15803
种食物	120223197312315324	201807	7018	16134
种食物	120223197312315324	201808	7151	16465
种食物	120223197312315324	201809	7284	16796
种食物	120223197312315324	201810	7417	17127
种食物	120223197312315324	201811	7550	17458
种食物	120223197312315324	201812	7683	17789
